sentence,tokens,labels
The Ferrari 333 SP and the R & amp ; S cars ( Oldsmobile / Ford ) were the dominant entries in the series from 1995 until the demise of IMSA at the end of 1998 .,"['The' 'Ferrari' '333' 'SP' 'and' 'the' 'R' '&' 'amp' ';' 'S' 'cars' '('
 'Oldsmobile' '/' 'Ford' ')' 'were' 'the' 'dominant' 'entries' 'in' 'the'
 'series' 'from' '1995' 'until' 'the' 'demise' 'of' 'IMSA' 'at' 'the'
 'end' 'of' '1998' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Once he fled the country , Lameth as well as Gilbert du Motier , Marquis de Lafayette , Bureaux de Pusy , and Latour-Maubourg , former members of the Constituent Assembly , were captured by Austrians .","['Once' 'he' 'fled' 'the' 'country' ',' 'Lameth' 'as' 'well' 'as'
 'Gilbert' 'du' 'Motier' ',' 'Marquis' 'de' 'Lafayette' ',' 'Bureaux' 'de'
 'Pusy' ',' 'and' 'Latour-Maubourg' ',' 'former' 'members' 'of' 'the'
 'Constituent' 'Assembly' ',' 'were' 'captured' 'by' 'Austrians' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Over the next two years , Thompson fought three fights , first dispatching the renowned John Leachman of Bradford in a 52-round contest , before moving to Newcastle the following year to defeat Charley Langham in 51 rounds .","['Over' 'the' 'next' 'two' 'years' ',' 'Thompson' 'fought' 'three'
 'fights' ',' 'first' 'dispatching' 'the' 'renowned' 'John' 'Leachman'
 'of' 'Bradford' 'in' 'a' '52-round' 'contest' ',' 'before' 'moving' 'to'
 'Newcastle' 'the' 'following' 'year' 'to' 'defeat' 'Charley' 'Langham'
 'in' '51' 'rounds' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"Mill Glacier is a tributary glacier , wide , flowing northwest between the Dominion Range and the Supporters Range into Beardmore Glacier , Antarctica .","['Mill' 'Glacier' 'is' 'a' 'tributary' 'glacier' ',' 'wide' ',' 'flowing'
 'northwest' 'between' 'the' 'Dominion' 'Range' 'and' 'the' 'Supporters'
 'Range' 'into' 'Beardmore' 'Glacier' ',' 'Antarctica' '.']",[1 2 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 0 1 2 0 0 0]
"Later in the century , the American architect Charles Follen McKim used the Sainte-Geneviève Library building as the model his design of the main building of the Boston Public Library .","['Later' 'in' 'the' 'century' ',' 'the' 'American' 'architect' 'Charles'
 'Follen' 'McKim' 'used' 'the' 'Sainte-Geneviève' 'Library' 'building'
 'as' 'the' 'model' 'his' 'design' 'of' 'the' 'main' 'building' 'of' 'the'
 'Boston' 'Public' 'Library' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"In 1874 , Duhamel founded the Isère or Grenoble section of the Club alpin français ( French Alpine Club ) and began to explore the peaks of Dauphiné .","['In' '1874' ',' 'Duhamel' 'founded' 'the' 'Isère' 'or' 'Grenoble'
 'section' 'of' 'the' 'Club' 'alpin' 'français' '(' 'French' 'Alpine'
 'Club' ')' 'and' 'began' 'to' 'explore' 'the' 'peaks' 'of' 'Dauphiné' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
"The Ames Range consists of three coalescing shield volcanoes : Mount Andrus , Mount Kosciusko and Mount Kauffman , and Mount Boennighausen .","['The' 'Ames' 'Range' 'consists' 'of' 'three' 'coalescing' 'shield'
 'volcanoes' ':' 'Mount' 'Andrus' ',' 'Mount' 'Kosciusko' 'and' 'Mount'
 'Kauffman' ',' 'and' 'Mount' 'Boennighausen' '.']",[0 1 2 0 0 0 0 0 0 0 1 2 0 1 2 0 1 2 0 0 1 2 0]
The club 's main achievements were playing in the Northern Premier League ( The 7th tier in the English Football Pyramid ) and reaching the F.A .,"['The' 'club' ""'s"" 'main' 'achievements' 'were' 'playing' 'in' 'the'
 'Northern' 'Premier' 'League' '(' 'The' '7th' 'tier' 'in' 'the' 'English'
 'Football' 'Pyramid' ')' 'and' 'reaching' 'the' 'F.A' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"At age 76 , Burke died in Rome during the first week of the Second Vatican Council .","['At' 'age' '76' ',' 'Burke' 'died' 'in' 'Rome' 'during' 'the' 'first'
 'week' 'of' 'the' 'Second' 'Vatican' 'Council' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The lance was developed as a result of investigations into improved tin-smelting processes , in which it was found that the use of a top-entry submerged lance would result in greater heat transfer and mass transfer efficiencies .","['The' 'lance' 'was' 'developed' 'as' 'a' 'result' 'of' 'investigations'
 'into' 'improved' 'tin-smelting' 'processes' ',' 'in' 'which' 'it' 'was'
 'found' 'that' 'the' 'use' 'of' 'a' 'top-entry' 'submerged' 'lance'
 'would' 'result' 'in' 'greater' 'heat' 'transfer' 'and' 'mass' 'transfer'
 'efficiencies' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
"Shanklin Glacier ( ) is a glacier in the Hughes Range of Antarctica , flowing southeast from Mount Waterman to enter Muck Glacier at a point west of Ramsey Glacier .","['Shanklin' 'Glacier' '(' ')' 'is' 'a' 'glacier' 'in' 'the' 'Hughes'
 'Range' 'of' 'Antarctica' ',' 'flowing' 'southeast' 'from' 'Mount'
 'Waterman' 'to' 'enter' 'Muck' 'Glacier' 'at' 'a' 'point' 'west' 'of'
 'Ramsey' 'Glacier' '.']",[0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0]
"Edward Bruce is buried in the churchyard on the Hill of Faughart on the Cooley peninsula near Dundalk , Co. Louth .","['Edward' 'Bruce' 'is' 'buried' 'in' 'the' 'churchyard' 'on' 'the' 'Hill'
 'of' 'Faughart' 'on' 'the' 'Cooley' 'peninsula' 'near' 'Dundalk' ','
 'Co.' 'Louth' '.']",[0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0]
"TPAA has partnered with aerospace industry employers , the City of Palmdale , the Palmdale School District and others to help their students thrive in science , technology , engineering and mathematics ( STEM ) .","['TPAA' 'has' 'partnered' 'with' 'aerospace' 'industry' 'employers' ','
 'the' 'City' 'of' 'Palmdale' ',' 'the' 'Palmdale' 'School' 'District'
 'and' 'others' 'to' 'help' 'their' 'students' 'thrive' 'in' 'science' ','
 'technology' ',' 'engineering' 'and' 'mathematics' '(' 'STEM' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Following the bloodbath at the Jarama the 11th Division was barely being reorganized when it was sent to Guadalajara where on 8 March the Fascist Italian Corpo Truppe Volontarie had launched an offensive .,"['Following' 'the' 'bloodbath' 'at' 'the' 'Jarama' 'the' '11th' 'Division'
 'was' 'barely' 'being' 'reorganized' 'when' 'it' 'was' 'sent' 'to'
 'Guadalajara' 'where' 'on' '8' 'March' 'the' 'Fascist' 'Italian' 'Corpo'
 'Truppe' 'Volontarie' 'had' 'launched' 'an' 'offensive' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Both Gullfjellet and the Ulriken - Vidden - Rundemanen massif by Bergen are popular in all seasons .,"['Both' 'Gullfjellet' 'and' 'the' 'Ulriken' '-' 'Vidden' '-' 'Rundemanen'
 'massif' 'by' 'Bergen' 'are' 'popular' 'in' 'all' 'seasons' '.']",[0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0]
"Gurkha Peak ( ) is a peak rising to about between Crescent Glacier and Von Guerard Glacier on the north slope of the Kukri Hills , Victoria Land , Antarctica .","['Gurkha' 'Peak' '(' ')' 'is' 'a' 'peak' 'rising' 'to' 'about' 'between'
 'Crescent' 'Glacier' 'and' 'Von' 'Guerard' 'Glacier' 'on' 'the' 'north'
 'slope' 'of' 'the' 'Kukri' 'Hills' ',' 'Victoria' 'Land' ',' 'Antarctica'
 '.']",[1 2 0 0 0 0 0 0 0 0 0 1 2 0 1 2 2 0 0 0 0 0 0 1 2 0 0 0 0 0 0]
"Trinity Metro primarily operates the region 's bus service , and partners with Denton County Transportation Authority to operate express bus service to Denton on the North Texas Xpress ( Route 64 ) .","['Trinity' 'Metro' 'primarily' 'operates' 'the' 'region' ""'s"" 'bus'
 'service' ',' 'and' 'partners' 'with' 'Denton' 'County' 'Transportation'
 'Authority' 'to' 'operate' 'express' 'bus' 'service' 'to' 'Denton' 'on'
 'the' 'North' 'Texas' 'Xpress' '(' 'Route' '64' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"A connection with the Klein Matterhorn ( 3,889 m ) over the Theodul Glacier is planned for 2021 .","['A' 'connection' 'with' 'the' 'Klein' 'Matterhorn' '(' '3,889' 'm' ')'
 'over' 'the' 'Theodul' 'Glacier' 'is' 'planned' 'for' '2021' '.']",[0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
"After three years of bringing challenging and original productions to the stage , he resigned from the Theatre to dedicate himself entirely to an international career , conducting in Italy , Greece , France , Spain , England , Denmark , Holland , Korea , Norway , Sweden , Germany , Czechoslovakia , Belgium , Canada and the United States .","['After' 'three' 'years' 'of' 'bringing' 'challenging' 'and' 'original'
 'productions' 'to' 'the' 'stage' ',' 'he' 'resigned' 'from' 'the'
 'Theatre' 'to' 'dedicate' 'himself' 'entirely' 'to' 'an' 'international'
 'career' ',' 'conducting' 'in' 'Italy' ',' 'Greece' ',' 'France' ','
 'Spain' ',' 'England' ',' 'Denmark' ',' 'Holland' ',' 'Korea' ','
 'Norway' ',' 'Sweden' ',' 'Germany' ',' 'Czechoslovakia' ',' 'Belgium'
 ',' 'Canada' 'and' 'the' 'United' 'States' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"Despite several attempts, I have yet to successfully summit K2, but the allure of its majestic beauty and the promise of adventure keep drawing me back to this mighty mountain.","['Despite' 'several' 'attempts' ',' 'I' 'have' 'yet' 'to' 'successfully'
 'summit' 'K2' ',' 'but' 'the' 'allure' 'of' 'its' 'majestic' 'beauty'
 'and' 'the' 'promise' 'of' 'adventure' 'keep' 'drawing' 'me' 'back' 'to'
 'this' 'mighty' 'mountain' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The 2009 Jayco Herald Sun Tour was the 58th edition of the Herald Sun Tour , a six-stage bicycle race held from 11–17 October 2009 in Victoria , Australia .","['The' '2009' 'Jayco' 'Herald' 'Sun' 'Tour' 'was' 'the' '58th' 'edition'
 'of' 'the' 'Herald' 'Sun' 'Tour' ',' 'a' 'six-stage' 'bicycle' 'race'
 'held' 'from' '11–17' 'October' '2009' 'in' 'Victoria' ',' 'Australia'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Geologically the Kaiserstuhl can be divided into two parts : the sedimentary and volcanic part .,"['Geologically' 'the' 'Kaiserstuhl' 'can' 'be' 'divided' 'into' 'two'
 'parts' ':' 'the' 'sedimentary' 'and' 'volcanic' 'part' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Members of the Edison Electric Institute are investor-owned utility companies , meaning that they are privately held companies that supply power and electricity to businesses and consumers .","['Members' 'of' 'the' 'Edison' 'Electric' 'Institute' 'are'
 'investor-owned' 'utility' 'companies' ',' 'meaning' 'that' 'they' 'are'
 'privately' 'held' 'companies' 'that' 'supply' 'power' 'and'
 'electricity' 'to' 'businesses' 'and' 'consumers' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Mount Nils Larsen in Queen Maud Land , Mount Nils in Enderby Land and Nils Larsen Glacier are examples of many geographical names given in honor of Nils Larsen .","['Mount' 'Nils' 'Larsen' 'in' 'Queen' 'Maud' 'Land' ',' 'Mount' 'Nils'
 'in' 'Enderby' 'Land' 'and' 'Nils' 'Larsen' 'Glacier' 'are' 'examples'
 'of' 'many' 'geographical' 'names' 'given' 'in' 'honor' 'of' 'Nils'
 'Larsen' '.']",[1 2 2 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The Miyauchi to Nagaoka section was electrified in 1947 at 1,500 V DC in conjunction with the electrification of the Joetsu Line , with the Nagaoka to Niigata section electrified in 1962 , the same year the Takasaki to Yokokawa section was commissioned to facilitate the extension to Nagano the following year via the new adhesion line through the Usui Pass mentioned above .","['The' 'Miyauchi' 'to' 'Nagaoka' 'section' 'was' 'electrified' 'in' '1947'
 'at' '1,500' 'V' 'DC' 'in' 'conjunction' 'with' 'the' 'electrification'
 'of' 'the' 'Joetsu' 'Line' ',' 'with' 'the' 'Nagaoka' 'to' 'Niigata'
 'section' 'electrified' 'in' '1962' ',' 'the' 'same' 'year' 'the'
 'Takasaki' 'to' 'Yokokawa' 'section' 'was' 'commissioned' 'to'
 'facilitate' 'the' 'extension' 'to' 'Nagano' 'the' 'following' 'year'
 'via' 'the' 'new' 'adhesion' 'line' 'through' 'the' 'Usui' 'Pass'
 'mentioned' 'above' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0]"
Evidence of the Tarawera eruption can still be found in disturbed ground in the area today .,"['Evidence' 'of' 'the' 'Tarawera' 'eruption' 'can' 'still' 'be' 'found'
 'in' 'disturbed' 'ground' 'in' 'the' 'area' 'today' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Garson Mine , which is now owned by Vale Inco was first developed in 1911 by the Mond Nickel Company .","['Garson' 'Mine' ',' 'which' 'is' 'now' 'owned' 'by' 'Vale' 'Inco' 'was'
 'first' 'developed' 'in' '1911' 'by' 'the' 'Mond' 'Nickel' 'Company' '.']",[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The toponym provides a historical footnote that U.S . scientist Albert P. Crary , for whom Crary Ice Rise is also named , led geophysical traverses past this feature to the Polar Plateau en route to the South Pole and other destinations .","['The' 'toponym' 'provides' 'a' 'historical' 'footnote' 'that' 'U.S' '.'
 'scientist' 'Albert' 'P.' 'Crary' ',' 'for' 'whom' 'Crary' 'Ice' 'Rise'
 'is' 'also' 'named' ',' 'led' 'geophysical' 'traverses' 'past' 'this'
 'feature' 'to' 'the' 'Polar' 'Plateau' 'en' 'route' 'to' 'the' 'South'
 'Pole' 'and' 'other' 'destinations' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"The idea of an association with Rosslyn Chapel originates in the 1982 `` The Holy Blood and the Holy Grail `` and entered mainstream pop culture with Dan Brown 's `` The Da Vinci Code `` ( 2003 ) , reinforced by the subsequent film of the same name ( 2006 ) .","['The' 'idea' 'of' 'an' 'association' 'with' 'Rosslyn' 'Chapel'
 'originates' 'in' 'the' '1982' '``' 'The' 'Holy' 'Blood' 'and' 'the'
 'Holy' 'Grail' '``' 'and' 'entered' 'mainstream' 'pop' 'culture' 'with'
 'Dan' 'Brown' ""'s"" '``' 'The' 'Da' 'Vinci' 'Code' '``' '(' '2003' ')' ','
 'reinforced' 'by' 'the' 'subsequent' 'film' 'of' 'the' 'same' 'name' '('
 '2006' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"The American Legion Post 102 in Saint Croix , U.S. Virgin Islands was named Enrique Romero Nieves Post # 102 .","['The' 'American' 'Legion' 'Post' '102' 'in' 'Saint' 'Croix' ',' 'U.S.'
 'Virgin' 'Islands' 'was' 'named' 'Enrique' 'Romero' 'Nieves' 'Post' '#'
 '102' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The pass was featured in the 2009 Tour de France Stage 16 on 21 July from Martigny ( Switzerland ) to Bourg-Saint-Maurice , 160 km , which also features the Great St Bernard Pass .","['The' 'pass' 'was' 'featured' 'in' 'the' '2009' 'Tour' 'de' 'France'
 'Stage' '16' 'on' '21' 'July' 'from' 'Martigny' '(' 'Switzerland' ')'
 'to' 'Bourg-Saint-Maurice' ',' '160' 'km' ',' 'which' 'also' 'features'
 'the' 'Great' 'St' 'Bernard' 'Pass' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0]
"Denning also decorated the offices for the Carlisle Collection in New York City , which was founded by another client , William Rondina .","['Denning' 'also' 'decorated' 'the' 'offices' 'for' 'the' 'Carlisle'
 'Collection' 'in' 'New' 'York' 'City' ',' 'which' 'was' 'founded' 'by'
 'another' 'client' ',' 'William' 'Rondina' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
It is situated on an ancient ledge above the Theresienwiese in Munich and was built as part of a complex which also includes the Bavariapark and the Bavaria statue .,"['It' 'is' 'situated' 'on' 'an' 'ancient' 'ledge' 'above' 'the'
 'Theresienwiese' 'in' 'Munich' 'and' 'was' 'built' 'as' 'part' 'of' 'a'
 'complex' 'which' 'also' 'includes' 'the' 'Bavariapark' 'and' 'the'
 'Bavaria' 'statue' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"His son was born in the village , in the heart of the Pelvoux Massif , in 1837 .","['His' 'son' 'was' 'born' 'in' 'the' 'village' ',' 'in' 'the' 'heart' 'of'
 'the' 'Pelvoux' 'Massif' ',' 'in' '1837' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0]
`` Kavirajamarga `` is a guide to poets ( `` Kavishiksha '' ) that aims to standardize these various styles .,"['``' 'Kavirajamarga' '``' 'is' 'a' 'guide' 'to' 'poets' '(' '``'
 'Kavishiksha' ""''"" ')' 'that' 'aims' 'to' 'standardize' 'these' 'various'
 'styles' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The southern part of the province is covered by the Carpathian Mountains , which are made of smaller ranges , such as Pieniny , Tatry , and Beskidy .","['The' 'southern' 'part' 'of' 'the' 'province' 'is' 'covered' 'by' 'the'
 'Carpathian' 'Mountains' ',' 'which' 'are' 'made' 'of' 'smaller' 'ranges'
 ',' 'such' 'as' 'Pieniny' ',' 'Tatry' ',' 'and' 'Beskidy' '.']",[0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0]
"From 1894 to 1900 Flint was apprenticed as a lithographic draughtsman while taking classes at the Royal Institute of Art , Edinburgh .","['From' '1894' 'to' '1900' 'Flint' 'was' 'apprenticed' 'as' 'a'
 'lithographic' 'draughtsman' 'while' 'taking' 'classes' 'at' 'the'
 'Royal' 'Institute' 'of' 'Art' ',' 'Edinburgh' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"A session of the Senate of Canada was also interrupted , leading to an unprecedented session of the Senate outside on the front lawn of Parliament Hill , in order that a formal adjournment for the day could take place .","['A' 'session' 'of' 'the' 'Senate' 'of' 'Canada' 'was' 'also'
 'interrupted' ',' 'leading' 'to' 'an' 'unprecedented' 'session' 'of'
 'the' 'Senate' 'outside' 'on' 'the' 'front' 'lawn' 'of' 'Parliament'
 'Hill' ',' 'in' 'order' 'that' 'a' 'formal' 'adjournment' 'for' 'the'
 'day' 'could' 'take' 'place' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
"The format without DRM can also be played in the webOS Video Player for use on the Palm Pre , Palm Pixi smartphones .","['The' 'format' 'without' 'DRM' 'can' 'also' 'be' 'played' 'in' 'the'
 'webOS' 'Video' 'Player' 'for' 'use' 'on' 'the' 'Palm' 'Pre' ',' 'Palm'
 'Pixi' 'smartphones' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The famine was bounded to the south by the Alps and the Pyrenees .,"['The' 'famine' 'was' 'bounded' 'to' 'the' 'south' 'by' 'the' 'Alps' 'and'
 'the' 'Pyrenees' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 1 0]
The formation of the Kaiserstuhl volcano during the Tertiary was the climax and at the same time the end of volcanic activity in the Upper Rhine Valley Rift .,"['The' 'formation' 'of' 'the' 'Kaiserstuhl' 'volcano' 'during' 'the'
 'Tertiary' 'was' 'the' 'climax' 'and' 'at' 'the' 'same' 'time' 'the'
 'end' 'of' 'volcanic' 'activity' 'in' 'the' 'Upper' 'Rhine' 'Valley'
 'Rift' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The community of Mossy Grove is situated at the mountain 's eastern base in the Bitter Creek valley .,"['The' 'community' 'of' 'Mossy' 'Grove' 'is' 'situated' 'at' 'the'
 'mountain' ""'s"" 'eastern' 'base' 'in' 'the' 'Bitter' 'Creek' 'valley' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0]
"The Force played their home games at the Bicentennial Center in Salina , Kansas , under the direction of head coach Bob Ray .","['The' 'Force' 'played' 'their' 'home' 'games' 'at' 'the' 'Bicentennial'
 'Center' 'in' 'Salina' ',' 'Kansas' ',' 'under' 'the' 'direction' 'of'
 'head' 'coach' 'Bob' 'Ray' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"It is bounded by Vazov Rock on the west , St. Naum Peak , Starosel Gate , Silistra Knoll and Kotel Gap on the north , and Christoff Cliff on the east .","['It' 'is' 'bounded' 'by' 'Vazov' 'Rock' 'on' 'the' 'west' ',' 'St.'
 'Naum' 'Peak' ',' 'Starosel' 'Gate' ',' 'Silistra' 'Knoll' 'and' 'Kotel'
 'Gap' 'on' 'the' 'north' ',' 'and' 'Christoff' 'Cliff' 'on' 'the' 'east'
 '.']",[0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Landing in a swamp east of the unpaved strip , the aircraft came to rest inverted in the water .","['Landing' 'in' 'a' 'swamp' 'east' 'of' 'the' 'unpaved' 'strip' ',' 'the'
 'aircraft' 'came' 'to' 'rest' 'inverted' 'in' 'the' 'water' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Members of the triad include Alpha Tau Omega ( founded in Richmond , Virginia in 1865 by students from Virginia Military Institute ( VMI ) in Lexington ) , Kappa Alpha Order ( founded in 1865 at Washington and Lee University and not to be confused with the Kappa Alpha Society ) , and Sigma Nu ( founded in 1869 at VMI ) .","['Members' 'of' 'the' 'triad' 'include' 'Alpha' 'Tau' 'Omega' '('
 'founded' 'in' 'Richmond' ',' 'Virginia' 'in' '1865' 'by' 'students'
 'from' 'Virginia' 'Military' 'Institute' '(' 'VMI' ')' 'in' 'Lexington'
 ')' ',' 'Kappa' 'Alpha' 'Order' '(' 'founded' 'in' '1865' 'at'
 'Washington' 'and' 'Lee' 'University' 'and' 'not' 'to' 'be' 'confused'
 'with' 'the' 'Kappa' 'Alpha' 'Society' ')' ',' 'and' 'Sigma' 'Nu' '('
 'founded' 'in' '1869' 'at' 'VMI' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"The local area forms the newly incorporated town of The Blue Mountains , Ontario .","['The' 'local' 'area' 'forms' 'the' 'newly' 'incorporated' 'town' 'of'
 'The' 'Blue' 'Mountains' ',' 'Ontario' '.']",[0 0 0 0 0 0 0 0 0 0 1 2 0 0 0]
